payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
04/25/2025,60397.58,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable expenses within the scope of the award,"NIH approves the payments for 4040554567 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MASSACHUSETTS,
05/02/2025,60387.86,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"$21,553.17 for Facilities and Administration Cost, $7,503.93 for Fringe Benefits, $31,330.76 for Salaries and Wages","NIH approves the payments for 4040564819 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF WASHINGTON,
04/29/2025,60384.95,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Payment for PAG043073D to reimburse USC for expenses incurred up to 04/27/2025, as authorized in the approved budget for this award.","NIH approves the payments for 4040557040 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTHERN CALIFORNIA,
04/25/2025,60354.15,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,grant expenses,"NIH approves the payments for 4040554495 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF DETROIT MERCY,
05/07/2025,60348.02,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency for contract KMH130750A","NIH approves the payments for 4040571762 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,
05/07/2025,60344.23,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Letter of credit draw for personnel and/or non-personnel expenditures per approved notice of award.,"NIH approves the payments for 4040571102 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",OHIO STATE UNIVERSITY,
04/25/2025,60331.37,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for reasonable and necessary expenditures to further the aims of the award,"NIH approves the payments for 4040553254 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CEDARS-SINAI MEDICAL CENTER,
05/06/2025,60317.89,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for expenses incurred and paid from 4/3 /2 25 through 5/6/2 25:Indirect Costs, Materials &amp; Supplies, Service, for award STRATEGIES FOR TARGETING ASTROCYTE REACTIVITY IN ALZHEIMER&#39;S DISEASE AND RELATED","NIH approves the payments for 4040568151 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",
05/08/2025,60308.33,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Payment is requested for reimbursement of allowable and allocable project related expenses incurred for the purposes stated in the award RDK128208A,"NIH approves the payments for 4040574356 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TUFTS MEDICAL CENTER,
05/08/2025,60306.76,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The university is requesting reimbursement for April 2025 to offset allowable and necessary costs for incurred carrying out the goals and requirements of subaccount RHL141353B,"NIH approves the payments for 4040572303 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF UTAH,
04/28/2025,60276.28,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable expenses of conducting work funded by the agency.,"NIH approves the payments for 4040555428 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",OREGON HEALTH & SCIENCE UNIVERSITY,
04/25/2025,60241.94,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"The purpose of this payment is to reimburse for personnel salary costs, fringe benefits, and other direct and overhead costs under the referenced grant","NIH approves the payments for 4040553822 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",RAND CORPORATION,
04/28/2025,60233.36,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for allowable expenses on grant.,"NIH approves the payments for 4040556484 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",RUSH UNIVERSITY MEDICAL CENTER,
04/30/2025,60224.14,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency as related to expenses funded by this grant","NIH approves the payments for 4040559931 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",BRIGHAM & WOMEN`S HOSPITAL,
04/29/2025,60219.57,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable expenses budgeted and approved by the funding agency,"NIH approves the payments for 4040556982 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF CINCINNATI,
04/29/2025,60215.65,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Payment is for reimbursement of payroll, supplies and/or other costs already incurred and authorized to support and complete the approved project objectives. We certify to the best of our knowledge that these costs are reasonable, necessary, allocable and otherwise allowable in accordance with the award terms and conditions for award  RES034458A","NIH approves the payments for 4040557996 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,
05/06/2025,60213.36,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting funds to cover Salary &amp; Wages, Fringe Benefits, Travel, Maintenance &amp; Operations, Tuition, Other Direct Costs, Indirect Costs expenses for the period of February 2025 in accordance with the approved scope of work and budget associated with LOC Doc ID REY033978A.","NIH approves the payments for 4040568347 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF HOUSTON SYSTEM,
05/07/2025,60204.76,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency","NIH approves the payments for 4040570290 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF PENNSYLVANIA,
04/25/2025,60199.75,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement requested for allowable, reasonable, and allocable costs incurred for pre-approved budget categories including salaries and wages; fringe benefits; materials and supplies; travel; other direct costs; subaward costs; and indirect costs.","NIH approves the payments for 4040554440 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CALIFORNIA INSTITUTE OF TECHNOLOGY,
05/06/2025,60199.21,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,This draw is for expenses incurred to awards up to 04/30/2025. All expenses support the project scope of work as awarded and are requested on a cost reimbursement basis. Institutional policy requires the PI and team to ensure all expenses are allowed for the award and to review all expenses on a regular basis in accordance with the requirements of the award.,"NIH approves the payments for 4040569328 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","REGENTS OF THE UNIVERSITY OF COLORADO, THE",
05/09/2025,60198.06,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs","NIH approves the payments for 4040576078 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,
05/09/2025,60170.94,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Approved expenses for period ending 4.30.25,"NIH approves the payments for 4040576357 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTH CAROLINA,
05/07/2025,60168.97,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Letter of credit draw for personnel and/or non-personnel expenditures per approved notice of award.,"NIH approves the payments for 4040571102 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",OHIO STATE UNIVERSITY,
04/30/2025,60160.09,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable and allocable cost that may include personnel, other direct costs, subaward and indirect expenses incurred as of  04/29/2025 per authorized budget and performance period approved by the agency.","NIH approves the payments for 4040560798 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,
05/09/2025,60154.1,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The amount consists of reimbursable direct costs in support of the scope of work of the awarded project and the associated indirect costs as negotiated in our NICRA if applicable,"NIH approves the payments for 4040576385 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),
04/29/2025,60146.23,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"$21,656.38 for Facilities and Administration Cost, $9,116.37 for Fringe Benefits, $166.94 for Other Contractual Services, $29,146.54 for Salaries and Wages, $60.00 for Travel","NIH approves the payments for 4040558917 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF WASHINGTON,
05/06/2025,60143.26,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of payroll and research expenses,"NIH approves the payment for RCA278176A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.
",Up Therapeutics LLC,
05/02/2025,60129.34,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"$1,476.97 for Facilities and Administration Cost, $2,661.21 for Other Contractual Services, $55,991.16 for Subaward Expenditures","NIH approves the payments for 4040564826 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF WASHINGTON,
05/06/2025,60111.26,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable expenditures related to this specific award,"NIH approves the payments for 4040568426 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF TEXAS HEALTH SCIENCE CTR AT SAN ANTONIO,
04/30/2025,60100.07,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable expenses of conducting work funded by grant 5R01AG081840-03,"NIH approves the payments for 4040560745 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",SEATTLE CHILDREN`S HOSPITAL,
04/28/2025,60088.97,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of payroll and budgeted expenses for project titled &quot;Assessing the Impact of Cannabis Legalization on Adolescent Cannabis Use.&quot;,"NIH approves the payments for 4040555015 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",KAISER FOUNDATION RESEARCH INSTITUTE,
05/08/2025,60079.94,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Funds expended to support the award scope of work,"NIH approves the payments for 4040572282 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",COLORADO STATE UNIVERSITY,
05/09/2025,60068.44,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs","NIH approves the payments for 4040576078 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,
05/05/2025,60052.07,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Allowable costs incurred for the funded project,"NIH approves the payments for 4040566422 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF CHICAGO,
05/06/2025,60026.34,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Personnel,Data Storage,Travel expenses critical to carry out the aims of the project","NIH approves the payments for 4040569108 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",BROAD INSTITUTE INC,
04/25/2025,60001.91,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement requested for allowable, reasonable, and allocable costs incurred for pre-approved budget categories including salaries and wages; fringe benefits; materials and supplies; travel; other direct costs; subaward costs; and indirect costs.","NIH approves the payments for 4040554440 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CALIFORNIA INSTITUTE OF TECHNOLOGY,
04/28/2025,60000,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,prelim reimbursement for expenses incurred in Apr 2025,"NIH approves the payment for RGM140660B in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",BioAesthetics Corporation,
04/28/2025,60000,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Salaries for research staff developing software toolkit for antibody drug discovery and sequencing data analysis,"NIH approves the payment for RGM137688B in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","ABTERRA BIOSCIENCES, INC.",
04/30/2025,60000,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Subaward invoices, consumable invoices, indirect costs, salaries","NIH approves the payment for RAI152110A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",SEFAKO MAKGATHO HEALTH SCIENCES UNIVERSITY,
05/02/2025,60000,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Grant expense reimburesment,"NIH approves the payment for RGM134813B in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","Explore Interactive, Inc.",
05/07/2025,60000,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"direct clinical trial costs from vendors, as well as indirect f&amp;a expenses including payroll","NIH approves the payments for 4040570790 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","Sparian Biosciences, Inc",
05/07/2025,60000,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"to pay payroll, subcontractors, office and lab space","NIH approves the payment for RDA051289B in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.
","Emitech, Inc.",
05/07/2025,59999.35,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of Salaries, Benefits, Materials and Services, Travel, University Services, F&amp;A for Sponsor Award #RHL149869A","NIH approves the payments for 4040571634 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",PRINCETON UNIVERSITY,
04/30/2025,59998.99,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency as related to expenses funded by this grant","NIH approves the payments for 4040559931 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",BRIGHAM & WOMEN`S HOSPITAL,
05/08/2025,59991.98,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,May 2025 Reimbursable expenses,"NIH approves the payment for RMH130293B  in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","POISERA, INC.",
05/07/2025,59988.76,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Letter of credit draw for personnel and/or non-personnel expenditures per approved notice of award.,"NIH approves the payments for 4040571102 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",OHIO STATE UNIVERSITY,
04/28/2025,59983.73,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"salary, fringe, supplies and other expenses in accordance with the terms and condtions of the award that were incurred after the last draw on 4/15/25","NIH approves the payments for 4040556649 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TULANE UNIVERSITY OF LOUISIANA,
05/01/2025,59983.73,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"salary, fringe, supplies and F&amp;A expenses in accordance with the terms and condtions of the award that were incurred after the last draw on 4/15/25","NIH approves the payments for 4040563476 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TULANE UNIVERSITY OF LOUISIANA,
05/05/2025,59983.73,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"salary, fringe, supplies and F&amp;A expenses in accordance with the terms and condtions of the award that were incurred after the last draw on 4/15/25","NIH approves the payments for 4040566646 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TULANE UNIVERSITY OF LOUISIANA,
05/09/2025,59983.73,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"salary (4,318.41), fringe (863.74), for Apr-25 salary, F&amp;A (5,597.23), supplies (2,280.83), subcontract expense (46,923.52)(Old Dominion University Research Foundation 16,355.30)(University of California, Davis 30,568.22) in accordance with the terms and conditions of the award that were incurred after the last draw on 4/15/25","NIH approves the payments for 4040575852 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TULANE UNIVERSITY OF LOUISIANA,
05/01/2025,59981.82,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by funding agency","NIH approves the payments for 4040563095 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTH ALABAMA,
05/09/2025,59981.73,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of salaries, fringe and supply expenses for the project.","NIH approves the payments for 4040576417 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",DREXEL UNIVERSITY,
05/07/2025,59979.52,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Machine-Learning Prediction and Reducing Overdoses with EHR Nudges (mPROVEN),"NIH approves the payments for 4040570323 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF PITTSBURGH, THE",
04/28/2025,59908.91,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Indirect Costs, Payroll Benefits, Payroll Salary, incurred through April 30th to meet scope of work for award KENTUCKY BIRCWH PROGRAM: TRAINING THE NEXT GENERATION OF WOMEN&#39;S HEALTH SCHOLARS","NIH approves the payments for 4040556178 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",
04/30/2025,59908.25,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,OPERATING EXPENSES FOR Novel Protein Biomarkers of Corticolimbic Pathophysiology in Lewy body Dementia,"NIH approves the payments for 4040560339 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",EMORY UNIVERSITY,
05/09/2025,59908.25,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Payment is for costs incurred on award UNS128433A in accordance with the award terms and conditions for the current period as follows: $8439.32 for Fringe,  $21628.23 for Indirect Costs,  $29789.71 for Salary Expense,  $50.99 for Supplies","NIH approves the payments for 4040576600 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",EMORY UNIVERSITY,
05/06/2025,59905.25,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for expenses related to the scope of work on award RAI182082A,"NIH approves the payments for 4040568864 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,
