piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
75N93023F00035,Department of Health and Human Services,"MEDICAL SCIENCE & COMPUTING, LLC",821203.2,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES FOR VRC/VIP",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93023F00035&modNumber=P00002&idvAgencyID=&idvPIID=75N93019D00023&contractType=AWARD,5/2/2025,279168
75N93024F00042,Department of Health and Human Services,"KELLY SERVICES, INC.",410630.4,"National Institute of Allergy and Infectious Diseases PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00042&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00027&contractType=AWARD,4/29/2025,276710.4
75N94023F00001,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,2021729.2,NICHD Emergency Management/Continuity of Operations Program (EM/COOP) and Records Management,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94023F00001&modNumber=P00005&idvAgencyID=&idvPIID=75N98022D00027&contractType=AWARD,3/24/2025,275000
75N91024F00015,Department of Health and Human Services,KILIUDA CONSULTING,274824,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: CONTRACT SPECIALIST FOR THE OFFICE OF ACQUISITIONS, NATIONAL CANCER INSTITUTE",Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00015&modNumber=P00002&idvAgencyID=&idvPIID=75N91022A00001&contractType=AWARD,6/25/2025,274824
75N92024F00233,Department of Health and Human Services,"SYNERGY ENTERPRISES, INC.",636070.64,LOGISTICAL SUPPORT FOR MEETINGS AND CONFERENCES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00233&modNumber=P00002&idvAgencyID=&idvPIID=GS00F115CA&contractType=AWARD,5/20/2025,274588
75D30123F15906,Department of Health and Human Services,BRUNET GARCIA ADVERTISING INC,819291.34,MARKETING CONSULTING SERVICES SAFETY PROMOTION AND COMMUNICATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F15906&modNumber=P00004&idvAgencyID=&idvPIID=HHSD2002015M88153B&contractType=AWARD,5/2/2025,273141.88
75N91024F00016,Department of Health and Human Services,KILIUDA CONSULTING,405079.4,"OPERATIONS COORDINATOR FOR THE COORDINATING CENTER FOR CLINICAL TRIALS, NATIONAL CANCER INSITITUTE.",OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00016&modNumber=P00001&idvAgencyID=&idvPIID=75N91022A00001&contractType=AWARD,6/27/2025,273041
75N98122F00001,Department of Health and Human Services,"IDOXSOLUTIONS, INC.",24765582.76,PURCHASE PHYSICAL SERVER AND VIRTUAL HOST SERVERS.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98122F00001&modNumber=P00018&idvAgencyID=&idvPIID=75N98120D00246&contractType=AWARD,3/12/2025,273029.46
75N95021P00659,Department of Health and Human Services,"PERKINELMER INFORMATICS, INC",667327,RENEWAL OF ANNUAL SOFTWARE LICENSES FOR TIBCO SPOTFIRE AND COLUMBUS SOFTWARE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95021P00659&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,5/1/2025,271306
75N93025F00012,Department of Health and Human Services,"GAP SOLUTIONS, INC.",402009.6,TECHNICAL SUPPORT SERVICES FOR DIVISION OF INTRAMURAL RESEARCH,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93025F00012&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,5/7/2025,270912
75S20320F80001,Department of Health and Human Services,TFC CONSULTING INC.,6526677,"THE PRIMARY OBJECTIVE OF THIS ORDER IS TO OBTAIN FINANCIAL MANAGEMENT SUPPORT FOR THE OFFICE OF FINANCIALADVISORY SERVICES (OFAS), OFR.",Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7522&PIID=75S20320F80001&modNumber=P00009&idvAgencyID=&idvPIID=GS23F0057W&contractType=AWARD,2/24/2025,268200
75N91024F00003,Department of Health and Human Services,"SAPIENT GOVERNMENT SERVICES, INC.",15730000.17,CONTENT SUPPORT AND COMMUNICATIONS SERVICES FOR THE NATIONAL CANCER INSTITUTE (NCI)/OFFICE OF CONTENT SUPPORT AND COMMUNICATIONS SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00003&modNumber=P00005&idvAgencyID=&idvPIID=75N91021A00001&contractType=AWARD,2/10/2025,267118.04
75F40123C00086,Department of Health and Human Services,DEIRDRE ORR CONSULTING LLC,426816,OCI HUMAN RESOURCE EMPLOYMENT CONSULTING SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123C00086&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,3/11/2025,264480
75D30122F15055,Department of Health and Human Services,METAS SOLUTIONS LLC,25064265.94,MANAGEMENT AND CONSULTING SERVICES: DIVISION OF HEALTH INFORMATICS AND SURVEILLANCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15055&modNumber=P00010&idvAgencyID=&idvPIID=47QTCA20D002G&contractType=AWARD,9/17/2025,263644.08
75D30124F00006,Department of Health and Human Services,ICE TECHNICAL SERVICES INC,756286,HRO GENERAL SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00006&modNumber=P00002&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD,2/7/2025,263538
75N93024F00046,Department of Health and Human Services,"GAP SOLUTIONS, INC.",389913.6,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00046&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,5/7/2025,263001.6
75D30124C19258,Department of Health and Human Services,WINDSOR GROUP LLC,519052.56,"HUMAN RESOURCES CONSULTING SERVICES, HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES HUMAN RESOURCES CONSULTING SERVICES FOR NCHS.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19258&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,4/1/2025,262095.6
75N98022P01762,Department of Health and Human Services,BUREAU OF NATIONAL AFFAIRS INC,514995,Politico Subscription,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98022P01762&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,2/7/2025,261714
75N93025F00001,Department of Health and Human Services,CAMRIS INTERNATIONAL INC.,387244.8,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES: VACCINE RESEARCH CENTER/FLOW CYTOMETRY CORE FACILITY, NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93025F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00025&contractType=AWARD,7/29/2025,261216
75S20324F80011,Department of Health and Human Services,CARAHSOFT TECHNOLOGY CORP.,326033.5,LINKEDIN TALENT SOLUTIONS AT SAMHSA,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7522&PIID=75S20324F80011&modNumber=P00002&idvAgencyID=&idvPIID=47QSWA18D008F&contractType=AWARD,4/14/2025,260826.8
75N95022F00098,Department of Health and Human Services,"Kelly Services, Inc.",651195.07,"Scientific, Administrative, Operational Resources (SOAR): Reports on the scientific initiatives and advances generated by program activities as required by Congress and that reflect the policies and priorities of the Department and Agency. Prepares background materials for senior staff that capture the current state of knowledge in scientific areas, and provides support for research program planning, or evaluation, and responses to other Departmental and Agency assignments.",BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95022F00098&modNumber=0&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,260478.03
75N93024F00097,Department of Health and Human Services,"GAP SOLUTIONS, INC.",378048,"National Institute of Allergy and Infectious Diseases PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00097&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,4/29/2025,255014.4
75Q80122F32001,Department of Health and Human Services,CAPITAL CONSULTING CORP,1212350,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SUPPORTING AND EVALUATING THE DISSEMINATION AND IMPLEMENTATION OF PCOR TO IMPROVE NON-SURGICAL TREATMENT OF URINARY INCONTINENCE AMONG WOMEN IN PRIMARY CARE (INTUIT-PC),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7528&PIID=75Q80122F32001&modNumber=P00005&idvAgencyID=&idvPIID=75Q80122A00001&contractType=AWARD,4/15/2025,254663
75N98024F00030,Department of Health and Human Services,GUIDEHOUSE DIGITAL LLC,349439.52,"LEAD/SENIOR PATIENT CARE COORDINATOR IN RESEARCH SUPPORT SERVICES: NATIONAL INSTITUTE OF HEALTH, OFFICE OF THE CLINICAL DIRECTOR, DIVISION OF INTRAMURAL RESEARCH, NATIONAL INSTITUTE OF DENTAL AND CRANIOFACIAL RESEARCH",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98024F00030&modNumber=P00001&idvAgencyID=&idvPIID=75N98020D00086&contractType=AWARD,6/12/2025,254326
75F40122F80178,Department of Health and Human Services,MCNEAL PROFESSIONAL SERVICES INCORPORATED,591006.4,"SUPPORT THE RESEARCH PROGRAM OF THE FDAS CENTER FOR BIOLOGICS EVALUATION AND RESEARCH, OFFICE OF VACCINES RESEARCH AND REVIEW",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F80178&modNumber=P00003&idvAgencyID=&idvPIID=GS07F0082U&contractType=AWARD,4/17/2025,253598.4
75F40124P00474,Department of Health and Human Services,"SPACECO BUSINESS SOLUTIONS, INC.",591358,ERGO COMFORT ZONE SOFTWARE LICENSES AND SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124P00474&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/17/2025,253508
75N95023F00004,Department of Health and Human Services,"Kelly Services, Inc.",633510.13,"Scientific, Administrative, Operational Resources (SOAR) :Provides streamlined workflow and cost-saving to strategic planning and communication tasks mandated by statutes [H.R.4365 and S.424]",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023F00004&modNumber=P00006&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,253404.05
75D30123F17394,Department of Health and Human Services,TECHANAX LLC,753766.2,TABLEAU EMBEDDED ANALYTICS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17394&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD24B&contractType=AWARD,5/5/2025,251255.4
75F40122F80129,Department of Health and Human Services,MCNEAL PROFESSIONAL SERVICES INCORPORATED,583507.2,SCIENTIST I TO SUPPORT CBER/OVRR IN PERFORMING MISSION-CRITICAL RESEARCH TO SUPPORT VACCINE SAFETY AND EFFICACY.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F80129&modNumber=P00004&idvAgencyID=&idvPIID=GS07F0082U&contractType=AWARD,3/7/2025,250598.4
75N91023F00056,Department of Health and Human Services,"WEEMS DESIGN STUDIO, INC.",249935.4,DATA ANALYST,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91023F00056&modNumber=P00001&idvAgencyID=&idvPIID=75N91022A00005&contractType=AWARD,8/8/2025,249935.4
75N91024F00010,Department of Health and Human Services,NOVA RESEARCH COMPANY,305678.41,SCIENTIFIC MEETINGS AND WORKING GROUP SUPPORT FOR NATIONAL CANCER INSTITUTE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00010&modNumber=P00001&idvAgencyID=&idvPIID=75N91020A00001&contractType=AWARD,8/1/2025,248670.52
75N99223C00003,Department of Health and Human Services,VELOCITY GROUP LLC,543000,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N99223C00003&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,9/3/2025,248000
75D30124F20118,Department of Health and Human Services,COMMUNICATEHEALTH INC.,496609.52,US MEDICAL ELIGIBILITY CRITERIA/SELECTED PRACTICE RECOMMENDATIONS TOOL DEVELOPMENT (MARKETING RESEARCH AND PUBLIC OPINION POLLING),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20118&modNumber=P00001&idvAgencyID=&idvPIID=GS07F0517Y&contractType=AWARD,5/1/2025,247652.22
75N91024F00002,Department of Health and Human Services,IIT RESEARCH INSTITUTE,2037052,HEALTH APPLIED RESEARCH: TOXICOLOGY STUDIES IN MICE AND DOGS ADMINISTERED MTX-531,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00002&modNumber=P00002&idvAgencyID=&idvPIID=75N91022D00016&contractType=AWARD,7/30/2025,247010
75N92024F00004,Department of Health and Human Services,"RESULTS LEADERSHIP GROUP, LLC, THE",483595.15,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: NIAID SENIOR LEADERSHIP PROGRAM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00004&modNumber=P00002&idvAgencyID=&idvPIID=75N92023A00035&contractType=AWARD,5/1/2025,245501.81
75N91024P00689,Department of Health and Human Services,NVISION IMAGING TECHNOLOGIES GMBH,245350,ANALYTICAL LABORATORY INSTRUMENT: NVISION POLARIZER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024P00689&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,6/27/2025,245350
75N95022F00003,Department of Health and Human Services,Axle Information,863137.67,"Scientific, Administrative, Operational Resources (SOAR): TO is unoccupied and will be closed",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95022F00003&modNumber=P00005&idvAgencyID=&idvPIID=75N95021D00010&contractType=AWARD,2/24/2025,244555.67
75N93024F00034,Department of Health and Human Services,"GAP SOLUTIONS, INC.",361824,"National Institute of Allergy and Infectious Diseases PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00034&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,4/29/2025,244051.2
75R60221F80158,Department of Health and Human Services,"COLLEAGUE CONSULTING, LLC",708583.82,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60221F80158&modNumber=P00006&idvAgencyID=&idvPIID=GS02Q17DCR0010&contractType=AWARD,4/21/2025,243759.8
75F40123F19057,Department of Health and Human Services,"EAGLE HILL CONSULTING, LLC",1200000,SERVICES TO PROVIDE EXECUTIVE COACHING SERVICES FOR THE IMMEDIATE OFFICE OF THE COMMISSIONER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19057&modNumber=P00004&idvAgencyID=&idvPIID=75F40122A00009&contractType=AWARD,2/7/2025,240974
75N95021F00007,Department of Health and Human Services,"Kelly Services, Inc.",792031.77,"Scientific, Administrative, Operational Resources (SOAR) : Task Order Closed",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95021F00007&modNumber=P00007&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,237609.53
75N93025F00011,Department of Health and Human Services,"GAP SOLUTIONS, INC.",351283.2,"National Institute of Allergy and Infectious Diseases PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93025F00011&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,4/29/2025,236947.2
75F40121C00055,Department of Health and Human Services,RESOLUTION THINK LLC,982640,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES CDER SMALL BUSINESS AND INDUSTRY ASSISTANCE (CDER SBIA) WEBINAR SERIES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121C00055&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,4/8/2025,235480
75D30122F00003,Department of Health and Human Services,"TANAQ SUPPORT SERVICES, LLC",561516.48,DRH SUPPORT SERVICES IDIQ,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F00003&modNumber=P00004&idvAgencyID=&idvPIID=75D30122D13779&contractType=AWARD,4/22/2025,234615.72
75D30122F00002,Department of Health and Human Services,"TANAQ SUPPORT SERVICES, LLC",561516.48,DIVISION OF REPRODUCTIVE HEALTH (DRH) SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F00002&modNumber=P00003&idvAgencyID=&idvPIID=75D30122D13779&contractType=AWARD,9/17/2025,234615.72
75F40124F19038,Department of Health and Human Services,SPATIAL FRONT INCORPORATED,344546.31,LABOR HOUR AWARD   CENTER FOR VETERINARY MEDICINE (CVM) - OFFICE OF MANAGEMENT AND TALENT DEVELOPMENT STAFF SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19038&modNumber=P00001&idvAgencyID=&idvPIID=75F40121A00017&contractType=AWARD,4/8/2025,232971.83
75F40124F19036,Department of Health and Human Services,SPATIAL FRONT INCORPORATED,344546.31,ILLUMINA REAGENT CHEMISTRY KITS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19036&modNumber=P00001&idvAgencyID=&idvPIID=75F40121A00017&contractType=AWARD,4/9/2025,232971.83
75F40124P00103,Department of Health and Human Services,"INTERNATIONAL CONSULTING ASSOCIATES, INC.",229591.39,"REPORT ON CURRENT VETERINARY EXPERIENCES WITH CDPS, WITH A FOCUS ON CANNABIDIOL (CBD) PRODUCTS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124P00103&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,229591.39
75N93023F00020,Department of Health and Human Services,"GAP SOLUTIONS, INC.",668505.6,"NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93023F00020&modNumber=P00002&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,4/28/2025,228153.6
75N91023F00004,Department of Health and Human Services,"WESTAT, INC.",21474975,"HEALTH BASIC RESEARCH: CLINICAL, GENETIC, AND EPIDEMIOLOGICAL SUPPORT SERVICES",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91023F00004&modNumber=P00006&idvAgencyID=&idvPIID=75N91022D00006&contractType=AWARD,8/14/2025,226000
75F40124F80165,Department of Health and Human Services,POLITICO LLC,275625,POLITICO PRO PLUS SUBSCRIPTION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F80165&modNumber=P00002&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD,2/6/2025,225750
75P00124C00017,Department of Health and Human Services,AMA Consulting LLC,274369.15,Executive Coaching and Training,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124C00017&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/19/2025,224717.15
75F40121C00168,Department of Health and Human Services,TRUTH INITIATIVE FOUNDATION,1055793,TOBACCO YOUTH AND YOUNG ADULT SENTINEL SURVEILLANCE REPORTS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121C00168&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,4/22/2025,223816
75F40123F80004,Department of Health and Human Services,LEVEL ACCESS INC,528256.7,SECTION 508 ACCESSIBILITY TESTING TOOL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F80004&modNumber=P00003&idvAgencyID=&idvPIID=GS35F0611V&contractType=AWARD,5/14/2025,223671
75R60221F80030,Department of Health and Human Services,"CQ-ROLL CALL, INC.",514165.9,CONGRESSIONAL QUARTERLY ONLINE MEDIA SUBSCRIPTION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60221F80030&modNumber=P00014&idvAgencyID=&idvPIID=03310318DL19C0008&contractType=AWARD,8/22/2025,222479.95
75N91022C00023,Department of Health and Human Services,"FLYWHEEL EXCHANGE, LLC",1998738,HEALTH EXPERIMENTAL DEVELOPMENT: FEDERATED DATA PLATFORM FOR DEVELOPING UNBIASED BREAST IMAGING ARTIFICIAL INTELLIGENCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91022C00023&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,8/14/2025,222082
75P00124F80187,Department of Health and Human Services,THE MITRE CORPORATION,595999,"TIME SENSITIVE, MULTI-DISCIPLINARY STRATEGIC RESEARCH AND ANALYSIS: UNDERSTAND THE ESSENTIAL CLINICAL, ADMINISTRATIVE, AND WRAP-AROUND SERVICE ELEMENTS IN PRIORITY HEALTH AREAS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124F80187&modNumber=P00001&idvAgencyID=&idvPIID=75FCMC23D0004&contractType=AWARD,6/17/2025,221000
75N95022F00077,Department of Health and Human Services,"Gap Solutions, Inc.",438241.44,"Scientific, Administrative, Operational Resources (SOAR) : Consulting",BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95022F00077&modNumber=0&idvAgencyID=&idvPIID=75N95021D00011&contractType=AWARD,2/24/2025,219120.72
75N93024F00035,Department of Health and Human Services,"KELLY SERVICES, INC.",324921.6,"NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES FOR VRC/VIP",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00035&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00027&contractType=AWARD,4/28/2025,218899.2
75D30121C11901,Department of Health and Human Services,UNIVERSITY OF ILLINOIS,391414,ADAPTATION OF WEARABLE DUST MONITOR,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C11901&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,5/6/2025,218200
75D30122C14483,Department of Health and Human Services,DELOITTE CONSULTING LLP,408536.76,NONRESIDENT ALIEN TAX SPECIALIST,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C14483&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,3/14/2025,217043.82
75N95023P00670,Department of Health and Human Services,"COHEN, CARL M",703921,EXECUTIVE COACHING AND ORGANIZATIONAL DEVELOPMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023P00670&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/21/2025,216119
75N95024F00120,Department of Health and Human Services,Kelly Services,365861.57,"Scientific, Administrative, Operational Resources (SOAR): Under this task order, the contractor will independently provide support services to satisfy the overall operational objectives of the National Institute on Minority Health and Health Disparities. The primary objective is to provide services and deliverables through performance of support services.",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00120&modNumber=P00005&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,215212.69
75P00123C00024,Department of Health and Human Services,K.L. SCOTT & ASSOCIATES LLC,498260.26,"THE WORK TO BE PERFORMED WILL REQUIRE THE CONTRACTOR TO GATHER DATA RELATED TO OFFICE OF BUDGET POLICIES, PRACTICES, AND CULTURAL NORMS, ANALYZE THESE DATA, AND PRODUCE RECOMMENDATIONS TO IMPROVE EQUITY IN THE OFFICE.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123C00024&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/19/2025,213667.84
75N93024F00037,Department of Health and Human Services,"KELLY SERVICES, INC.",257413.6,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00037&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00027&contractType=AWARD,4/28/2025,211898.65
75D30123C17455,Department of Health and Human Services,INTEGRAL GLOBAL CONSULTING LLC,413958.4,TECHNICAL SERVICES WORK FORCE DEVELOPMENT - SIERRA LEONE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17455&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/6/2025,211539.2
