billing_npi,provider_name,city,zip,provider_type,total_paid,total_claims,total_beneficiaries,cost_per_claim,cost_per_beneficiary,claims_per_beneficiary,months_active,unique_hcpcs_codes
1598323982,,,,,61612.21,531,356,116.03,173.07,1.5,4,7
1265416754,"MIL-LAKE HEALTHCARE CENTER, INC.",GREENACRES,33463,NPI-2,61576.74,7645,6935,8.05,8.88,1.1,53,28
1710652284,SOMA MEDICAL CENTER PA #8,PALM SPRINGS,33406,NPI-2,61544.28,5006,4519,12.29,13.62,1.1,30,22
1386708634,,,,,61223.4,300,289,204.08,211.85,1.0,9,1
1295088383,,,,,60634.69,2181,1303,27.8,46.53,1.7,59,4
1407129745,,,,,60421.04,422,151,143.18,400.14,2.8,7,2
1073047825,,,,,60397.59,834,771,72.42,78.34,1.1,8,4
1700318805,"CHRISTOPHER D. CORTES, MD, INC.",DELRAY BEACH,33446,NPI-2,60132.7,2446,1065,24.58,56.46,2.3,49,3
1932110897,,,,,59733.9,10124,5818,5.9,10.27,1.7,72,8
1437477312,,,,,58859.88,824,811,71.43,72.58,1.0,22,6
1427661446,,,,,58399.72,838,373,69.69,156.57,2.2,5,3
1881269231,,,,,58283.89,62187,33571,0.94,1.74,1.9,44,61
1861724783,,,,,58055.51,2334,938,24.87,61.89,2.5,28,5
1326265885,,,,,57973.7,1639,1631,35.37,35.54,1.0,32,4
1598978884,SHERIDAN HEALTHCORP INC,LOXAHATCHEE,33470,NPI-2,57828.21,338,240,171.09,240.95,1.4,14,3
1386714228,,,,,57715.81,423,168,136.44,343.55,2.5,13,2
1447854237,,,,,57606.85,5353,4898,10.76,11.76,1.1,14,14
1609946821,,,,,57231.41,1185,684,48.3,83.67,1.7,6,5
1598995300,,,,,57180.4,810,758,70.59,75.44,1.1,24,2
1356917983,,,,,57103.23,2993,1907,19.08,29.94,1.6,24,8
1346759768,,,,,57050.0,164,151,347.87,377.81,1.1,8,2
1194484832,"FRESENIUS MEDICAL CARE PALM BEACH COUNTY, LLC",WELLINGTON,33414,NPI-2,57016.66,230,60,247.9,950.28,3.8,1,5
1912671652,,,,,57016.65,331,119,172.26,479.13,2.8,9,1
1013234608,,,,,56881.11,1045,455,54.43,125.01,2.3,21,3
1639320203,,,,,56662.2,789,190,71.82,298.22,4.2,12,3
1770716623,,,,,56316.76,4891,3705,11.51,15.2,1.3,81,17
1396123360,,,,,56261.77,1336,1309,42.11,42.98,1.0,19,8
1740562628,"ALEXANDRA KEHOE, OD PLLC",BOCA RATON,33434,NPI-2,56240.79,5048,3703,11.14,15.19,1.4,60,10
1750845863,,,,,56171.5,456,312,123.18,180.04,1.5,11,5
1689882227,,,,,56135.47,4809,4332,11.67,12.96,1.1,26,13
1598360562,,,,,55936.08,483,29,115.81,1928.83,16.7,2,1
1326398561,,,,,55650.79,903,873,61.63,63.75,1.0,18,4
1629483706,,,,,55111.05,1279,267,43.09,206.41,4.8,6,2
1568189330,,,,,55095.95,2283,1906,24.13,28.91,1.2,10,16
1538149422,,,,,54515.53,1246,1005,43.75,54.24,1.2,15,5
1487320875,,,,,54505.76,966,228,56.42,239.06,4.2,11,1
1952786881,BEHAVIORAL STEPPING STONES LLC,JUPITER,33478,NPI-2,54148.9,389,50,139.2,1082.98,7.8,3,2
1770649063,CAREFREE HEALTH SERVICES INC,DELRAY BEACH,33483,NPI-2,53827.36,1037,967,51.91,55.66,1.1,15,5
1710959457,,,,,53422.81,1306,1132,40.91,47.19,1.2,13,8
1770557035,,,,,53292.97,33244,21780,1.6,2.45,1.5,26,48
1932146545,,,,,53100.65,2549,1846,20.83,28.77,1.4,56,11
1962036491,CARDIAC AND VASCULAR CENTER LLC,ROYAL PALM BEACH,33411,NPI-2,52798.82,2017,1373,26.18,38.46,1.5,45,4
1144464207,ELLEN MATTINGLY,WEST PALM BEACH,33415,NPI-1,52651.28,731,173,72.03,304.34,4.2,5,1
1992013031,LOUISE BENVENUTO,PALM BEACH GARDENS,33418,NPI-1,52530.95,2221,2120,23.65,24.78,1.0,54,3
1154418135,,,,,52415.71,1366,466,38.37,112.48,2.9,25,2
1164491072,,,,,52345.88,697,692,75.1,75.64,1.0,15,9
1700523750,PH OPS OF LAS ESTANCIAS LLC,ALBUQUERQUE,87121,NPI-2,52320.48,5954,759,8.79,68.93,7.8,22,4
1760705263,,,,,52108.51,2876,2666,18.12,19.55,1.1,3,17
1447207287,,,,,52007.26,1151,901,45.18,57.72,1.3,21,2
1487308201,,,,,51639.24,3638,3265,14.19,15.82,1.1,12,14
1265011753,,,,,51372.0,379,52,135.55,987.92,7.3,2,1
1245520386,,,,,51317.2,368,72,139.45,712.74,5.1,4,1
1083664221,,,,,51004.24,3330,3111,15.32,16.39,1.1,49,3
1790971109,,,,,50950.68,2818,1220,18.08,41.76,2.3,32,3
1629071758,,,,,50352.03,1418,1181,35.51,42.64,1.2,11,14
1104593680,,,,,49969.8,544,303,91.86,164.92,1.8,6,1
1164565446,,,,,49969.61,378,357,132.19,139.97,1.1,22,2
1528097284,,,,,49889.54,1728,1444,28.87,34.55,1.2,32,4
1518605948,,,,,49858.66,417,196,119.57,254.38,2.1,4,2
1174916563,,,,,49780.06,312,131,159.55,380.0,2.4,9,3
1568642619,,,,,49728.29,4075,3277,12.2,15.17,1.2,25,9
1548751498,,,,,49580.17,3093,906,16.03,54.72,3.4,37,4
1477114031,,,,,49521.69,26431,5868,1.87,8.44,4.5,52,13
1689623100,,,,,49507.9,1835,1694,26.98,29.23,1.1,40,6
1073702767,ERICA SNIDER-GOMEZ,BELLE GLADE,33430,NPI-1,49481.31,3043,2706,16.26,18.29,1.1,20,16
1992809305,,,,,48924.28,1026,958,47.68,51.07,1.1,17,9
1154783017,,,,,48902.36,536,529,91.24,92.44,1.0,19,4
1477881506,,,,,48670.0,923,856,52.73,56.86,1.1,23,3
1427329481,,,,,48535.82,760,225,63.86,215.71,3.4,9,1
1407216336,,,,,48428.82,708,584,68.4,82.93,1.2,34,6
1932318573,,,,,48277.19,1603,741,30.12,65.15,2.2,27,2
1407335409,EMILY ANDRADE,BOCA RATON,33433,NPI-1,48142.14,4443,4222,10.84,11.4,1.1,26,13
1134541618,,,,,48083.07,966,807,49.78,59.58,1.2,25,4
1801375373,,,,,47900.72,648,533,73.92,89.87,1.2,15,4
1003230236,,,,,47491.1,831,691,57.15,68.73,1.2,16,3
1093723348,,,,,47453.13,18321,16843,2.59,2.82,1.1,39,32
1043706005,ELINA AGUERO ARMAN,PALM SPRINGS,33461,NPI-1,47250.0,981,248,48.17,190.52,4.0,17,1
1730662669,,,,,47176.14,4408,4267,10.7,11.06,1.0,20,13
1346313822,AMERIPATH CONSOLIDATED LABS INC.,POMPANO BEACH,33069,NPI-2,47170.53,1481,1315,31.85,35.87,1.1,28,6
1770167132,AM RYWLIN MD AND ASSOC PA,HIALEAH,33016,NPI-2,46937.93,21688,20691,2.16,2.27,1.0,41,30
1669744017,RONNIE BARGAYO,DELRAY BEACH,33484,NPI-1,46799.58,11589,3962,4.04,11.81,2.9,21,9
1255364923,,,,,46774.89,106,103,441.27,454.13,1.0,6,1
1326066267,,,,,46744.71,852,723,54.86,64.65,1.2,7,4
1447437355,,,,,46652.76,664,472,70.26,98.84,1.4,24,6
1407127053,KIMBERLY RASOR,PALM SPRINGS,33406,NPI-2,46624.8,1352,363,34.49,128.44,3.7,21,1
1215199294,JUAN COLLAZOS-RODRIGUEZ,ROYAL PALM BEACH,33411,NPI-1,46617.67,1653,1448,28.2,32.19,1.1,14,18
1053688572,,,,,46518.57,690,676,67.42,68.81,1.0,34,4
1790035855,"CARNIVAL MEALS, INC.",JUPITER,33478,NPI-2,45307.25,1011,399,44.81,113.55,2.5,4,1
1912074469,,,,,45170.36,4944,4135,9.14,10.92,1.2,74,7
1659768802,,,,,45158.4,224,159,201.6,284.02,1.4,3,3
1447388251,,,,,45149.29,68805,65279,0.66,0.69,1.1,37,61
1447456355,,,,,45090.79,766,218,58.87,206.84,3.5,12,1
1336859479,,,,,44846.51,1835,1376,24.44,32.59,1.3,21,3
1215969407,,,,,44767.32,1459,1403,30.68,31.91,1.0,14,11
1114373420,,,,,44650.0,1040,295,42.93,151.36,3.5,17,1
1356656417,,,,,44597.98,1062,1014,41.99,43.98,1.0,13,8
1063667996,ENDOCRINOLOGY AND DIABETES CONSULTANTS,LAKE WORTH,33461,NPI-2,44545.44,2218,1893,20.08,23.53,1.2,52,7
1811235724,,,,,44534.05,935,892,47.63,49.93,1.0,11,3
1669884854,,,,,44362.19,1694,1288,26.19,34.44,1.3,46,6
1043478878,JOSEPH PALUMBO,GLEN DALE,26038,NPI-1,44328.38,1490,876,29.75,50.6,1.7,10,4
1295968162,,,,,43979.78,851,789,51.68,55.74,1.1,28,12
1144712662,,,,,43321.95,718,636,60.34,68.12,1.1,20,3
1770706160,,,,,43273.2,1882,545,22.99,79.4,3.5,23,1
1255323093,,,,,42945.98,11439,8358,3.75,5.14,1.4,58,24
1467574723,,,,,42913.24,741,267,57.91,160.72,2.8,16,1
1548657604,MADINA RAY,JUPITER,33458,NPI-1,42855.31,816,798,52.52,53.7,1.0,27,6
1851874010,,,,,42774.27,490,425,87.29,100.65,1.2,4,4
1023488400,KELSEY LAVELLE,TEQUESTA,33469,NPI-1,42274.62,742,179,56.97,236.17,4.1,11,1
1760990394,,,,,42142.88,747,78,56.42,540.29,9.6,6,1
1821047952,,,,,42001.18,1157,870,36.3,48.28,1.3,13,9
1548817562,,,,,41989.36,5852,1801,7.18,23.31,3.2,41,7
1063189546,,,,,41846.69,495,168,84.54,249.09,2.9,6,1
1437396561,,,,,41835.62,2714,2707,15.41,15.45,1.0,9,11
1720592819,NEW HORIZONS SPEECH & LANGUAGE CENTER INC,LOXAHATCHEE,33470,NPI-2,41720.96,601,120,69.42,347.67,5.0,9,1
1518699453,SPRING HEALTH AUTISM INTERVENTION,NORTH PALM BEACH,33408,NPI-2,41529.18,311,153,133.53,271.43,2.0,6,2
1245472661,,,,,41396.52,1032,799,40.11,51.81,1.3,23,5
1326078288,,,,,41193.35,402,357,102.47,115.39,1.1,15,5
1285826438,,,,,41174.37,365,354,112.81,116.31,1.0,21,3
1447413794,ADVANCED MEDICAL CLINIC P.A,WELLINGTON,33449,NPI-2,41163.28,2348,1844,17.53,22.32,1.3,55,5
1639476021,ROCIO QUESADA,ROYAL PALM BEACH,33411,NPI-1,40850.61,643,188,63.53,217.29,3.4,12,3
1518611011,,,,,40745.86,726,381,56.12,106.94,1.9,17,3
1790890911,AMERICAN DISCOUNT DIAPER OUTLET,BOYNTON BEACH,33472,NPI-2,40418.04,8291,4828,4.87,8.37,1.7,70,8
1750317764,,,,,40400.52,1309,1137,30.86,35.53,1.2,26,3
1154655645,GARDENS PEDIATRICS PBG PA,JUPITER,33458,NPI-2,40346.31,689,628,58.56,64.25,1.1,31,6
1780192229,,,,,40000.28,1478,266,27.06,150.38,5.6,3,3
1790356731,"HOUSING PARTNERSHIP, INC.",WEST PALM BEACH,33407,NPI-2,39999.86,702,353,56.98,113.31,2.0,7,2
1932569100,,,,,39830.13,1055,922,37.75,43.2,1.1,19,11
1093777070,,,,,39656.95,622,338,63.76,117.33,1.8,15,3
1356092860,ROYAL AZ LLC,PRESCOTT,86305,NPI-2,39633.87,107,12,370.41,3302.82,8.9,1,1
1710998513,JEAN ASSUIED,WEST PALM BEACH,33409,NPI-1,39530.17,5083,4874,7.78,8.11,1.0,47,7
1689921041,HELYA ORTIZ,GREENACRES,33467,NPI-1,39409.5,515,152,76.52,259.27,3.4,10,1
1225179450,,,,,39350.48,1264,1010,31.13,38.96,1.3,25,5
1306828843,THOMAS CAHN,JUPITER,33458,NPI-1,39333.53,659,653,59.69,60.24,1.0,6,5
1518597798,,,,,39134.03,954,711,41.02,55.04,1.3,19,4
1144416637,"AT YOUR HOME EYECARE, PA",BOCA RATON,33428,NPI-2,39111.36,3873,3757,10.1,10.41,1.0,69,5
1831897024,BUTTERFLY THERAPY LLC,DELRAY BEACH,33484,NPI-2,38981.43,697,93,55.93,419.16,7.5,7,1
1568996569,,,,,38833.5,1340,1248,28.98,31.12,1.1,8,1
1285650937,,,,,38810.96,2127,1884,18.25,20.6,1.1,8,17
1437207933,ALL PODIATRY GROUP INC,WINTER GARDEN,34787,NPI-2,38802.98,9149,6786,4.24,5.72,1.3,79,12
1467479337,"PHYSICIANS CHOICE RESPIRATORY SERVICES, INC.",RIVIERA BEACH,33407,NPI-2,38781.53,2174,1611,17.84,24.07,1.3,51,6
1730383282,STEVEN CRANE,WEST PALM BEACH,33406,NPI-1,38652.3,918,153,42.1,252.63,6.0,5,4
1457957896,,,,,38515.75,814,681,47.32,56.56,1.2,12,11
1578633483,,,,,38060.15,2401,1191,15.85,31.96,2.0,35,3
1932590411,,,,,37896.72,3047,2973,12.44,12.75,1.0,14,18
1073589065,,,,,37785.73,2271,2154,16.64,17.54,1.1,12,12
1659862753,ABITA EYE GROUP LLC,HOLLYWOOD,33021,NPI-2,37775.76,1876,1811,20.14,20.86,1.0,20,11
1669687166,,,,,37727.0,367,268,102.8,140.77,1.4,18,4
1801833090,CLYDE CHAPMAN,DELRAY BEACH,33444,NPI-1,37669.53,3313,2803,11.37,13.44,1.2,47,11
1558788620,,,,,37577.92,694,684,54.15,54.94,1.0,10,4
1467505073,,,,,37523.74,372,133,100.87,282.13,2.8,9,1
1740971068,LAUREN OHERLIHY,BOCA RATON,33432,NPI-1,37467.87,779,303,48.1,123.66,2.6,9,2
1639696289,,,,,37230.01,1964,1003,18.96,37.12,2.0,30,3
1568993228,,,,,37098.19,267,265,138.94,139.99,1.0,6,2
1144271743,,,,,37090.31,358,342,103.6,108.45,1.0,12,3
1649238460,,,,,37078.6,1756,1623,21.12,22.85,1.1,26,4
1851334056,,,,,36996.05,3093,1649,11.96,22.44,1.9,46,7
1831765528,,,,,36839.52,2082,702,17.69,52.48,3.0,9,4
1235196510,,,,,36740.38,1358,1180,27.05,31.14,1.2,17,12
1376697078,DAVID AMBERGER,LAS VEGAS,89128,NPI-1,36714.27,940,819,39.06,44.83,1.1,19,5
1255876439,ASSIF PLLC,BOCA RATON,33496,NPI-2,36595.21,6755,2149,5.42,17.03,3.1,52,7
1184849200,,,,,36425.61,723,614,50.38,59.33,1.2,11,5
1922279389,,,,,36364.94,657,544,55.35,66.85,1.2,11,1
1669153011,,,,,36339.28,68559,50840,0.53,0.71,1.3,24,75
1780684795,,,,,36173.52,2437,956,14.84,37.84,2.5,23,7
1770756991,,,,,36138.88,601,436,60.13,82.89,1.4,14,2
1720474075,DISTRICT CLINIC HOLDINGS INC,BELLE GLADE,33430,NPI-2,36136.27,6472,5649,5.58,6.4,1.1,34,18
1265478689,CORA HEALTH SERVICES INC,PALM BEACH GARDENS,33403,NPI-2,35859.8,814,227,44.05,157.97,3.6,14,2
1316075062,,,,,35853.04,3697,3466,9.7,10.34,1.1,33,26
1629406293,"INDEPENDENT IMAGING, LLC",LAKE WORTH,33461,NPI-2,35700.05,1180,1118,30.25,31.93,1.1,15,7
1598748030,,,,,35632.9,590,483,60.39,73.77,1.2,25,2
1336513639,,,,,35514.14,19782,13626,1.8,2.61,1.5,53,7
1932100237,JONELL MAHONEY,LOXAHATCHEE,33470,NPI-1,35485.67,436,408,81.39,86.97,1.1,17,9
1487196010,,,,,35004.0,628,596,55.74,58.73,1.1,21,1
1730297367,JASON ARONSON,FORT LAUDERDALE,33309,NPI-1,34875.52,2088,1926,16.7,18.11,1.1,46,10
1598383929,,,,,34512.68,642,622,53.76,55.49,1.0,17,7
1184705832,GLEN CASTO,NORTH PALM BEACH,33408,NPI-1,34437.69,520,475,66.23,72.5,1.1,25,4
1992910152,,,,,34351.06,804,787,42.73,43.65,1.0,9,4
1952045114,,,,,34349.88,247,34,139.07,1010.29,7.3,2,1
1629503057,,,,,34250.41,656,639,52.21,53.6,1.0,6,11
1053572206,,,,,33965.98,1591,1524,21.35,22.29,1.0,6,15
1831306471,,,,,33955.33,581,172,58.44,197.41,3.4,8,1
1164001723,"ASCEND DEVELOPMENT CARE, LLC",WEST PALM BEACH,33409,NPI-2,33394.65,249,104,134.12,321.1,2.4,8,1
1700975349,,,,,33244.51,816,784,40.74,42.4,1.0,24,14
1336554864,,,,,33152.38,2540,2405,13.05,13.78,1.1,15,10
1053410928,,,,,33150.94,649,628,51.08,52.79,1.0,17,5
1093762353,,,,,32808.36,760,745,43.17,44.04,1.0,10,4
1639796675,,,,,32579.64,523,305,62.29,106.82,1.7,6,3
1225573694,,,,,32354.67,7465,6196,4.33,5.22,1.2,26,14
1336222397,,,,,32256.39,1569,1559,20.56,20.69,1.0,60,3
1407952369,,,,,32055.3,245,196,130.84,163.55,1.2,3,2
1851643415,,,,,31773.06,3868,3718,8.21,8.55,1.0,16,18
1023453222,,,,,31675.03,7224,2634,4.38,12.03,2.7,45,13
1013932193,RICHARD COHEN,BOYNTON BEACH,33435,NPI-1,31645.53,2403,2103,13.17,15.05,1.1,48,7
1346229259,,,,,31457.0,596,400,52.78,78.64,1.5,14,2
1710342878,,,,,31424.58,573,569,54.84,55.23,1.0,6,6
1578504056,,,,,31299.87,190,170,164.74,184.12,1.1,8,4
1164484432,,,,,31298.49,174,84,179.88,372.6,2.1,5,1
1689626756,,,,,31263.34,13933,10934,2.24,2.86,1.3,69,1
1508871948,,,,,31221.74,698,566,44.73,55.16,1.2,26,6
1174576680,,,,,31055.45,377,346,82.38,89.76,1.1,5,2
1851040471,AMAR COUNSELING LLC,BOCA RATON,33498,NPI-2,30954.3,241,100,128.44,309.54,2.4,8,1
1871642603,,,,,30920.67,454,53,68.11,583.41,8.6,4,1
1538199617,,,,,30889.94,346,337,89.28,91.66,1.0,6,11
1124392535,,,,,30876.74,364,360,84.83,85.77,1.0,4,6
1881150290,,,,,30824.37,66646,62427,0.46,0.49,1.1,37,53
1578133393,,,,,30820.51,684,530,45.06,58.15,1.3,13,4
1033166061,"APEX PHYSICAL THERAPY, LLC",HIGHLAND,62249,NPI-2,30796.47,686,138,44.89,223.16,5.0,4,3
1326338237,,,,,30405.37,244,241,124.61,126.16,1.0,2,3
1124217617,"AUGUSTO E. HOYLE M.D., P.A.",BOYNTON BEACH,33426,NPI-2,30391.52,4937,3621,6.16,8.39,1.4,75,8
1427394790,EDUARDO AVERSANO,BOCA RATON,33433,NPI-1,29968.8,1051,348,28.51,86.12,3.0,13,2
1730500380,,,,,29913.9,286,147,104.59,203.5,1.9,10,2
1659410652,,,,,29880.1,555,269,53.84,111.08,2.1,15,4
1578194452,,,,,29826.0,6389,1727,4.67,17.27,3.7,25,5
1447772058,,,,,29665.32,645,593,45.99,50.03,1.1,14,6
1831470079,ATLANTIC PEDIATRIC PARTNERS LLC,LOXAHATCHEE,33470,NPI-2,29617.6,816,713,36.3,41.54,1.1,4,8
1417304858,,,,,29584.47,1306,1173,22.65,25.22,1.1,30,8
1740343615,,,,,29510.5,730,513,40.43,57.53,1.4,22,5
1760445373,,,,,29368.44,740,332,39.69,88.46,2.2,13,4
1699325688,,,,,29263.78,716,610,40.87,47.97,1.2,26,7
1063640654,ADVANCED PEDIATRICS OF BOCA,BOCA RATON,33428,NPI-2,29247.13,933,814,31.35,35.93,1.1,29,4
1821068164,,,,,29163.55,403,391,72.37,74.59,1.0,11,6
1871247692,,,,,29063.14,4517,4236,6.43,6.86,1.1,10,13
1295268464,BROWN ABRAHAM,WEST PALM BEACH,33409,NPI-1,29050.0,622,169,46.7,171.89,3.7,12,1
1700879749,DANIEL SACKS,PALM SPRINGS,33461,NPI-1,29037.45,511,342,56.82,84.9,1.5,10,4
1588355283,A. BENAVIDES THERAPY LLC,GREENACRES,33463,NPI-2,29032.0,943,227,30.79,127.89,4.2,12,1
1275167348,,,,,28804.87,49,17,587.85,1694.4,2.9,1,1
1184917924,,,,,28627.58,286,280,100.1,102.24,1.0,14,4
1407093412,,,,,28627.1,1029,982,27.82,29.15,1.0,17,7
1881127025,SAMANTHA ABEL,BOYNTON BEACH,33435,NPI-1,28487.06,44,41,647.43,694.81,1.1,3,1
1477830818,,,,,28473.4,268,243,106.24,117.17,1.1,7,3
1669825162,,,,,28438.5,539,511,52.76,55.65,1.1,14,9
1407575137,,,,,28125.75,191,66,147.26,426.15,2.9,5,1
1588633572,,,,,28037.47,7307,4512,3.84,6.21,1.6,62,11
1376879403,AT HOME INFUSION SERVICES LLC,BOCA RATON,33431,NPI-2,28008.92,549,113,51.02,247.87,4.9,7,2
1912932336,,,,,27730.26,1089,568,25.46,48.82,1.9,9,8
1558718635,,,,,27636.12,915,390,30.2,70.86,2.3,13,3
1689304263,,,,,27612.5,225,75,122.72,368.17,3.0,5,1
1558346007,,,,,27553.63,392,292,70.29,94.36,1.3,4,8
1386726412,,,,,27457.01,237,237,115.85,115.85,1.0,5,3
1740333244,,,,,27177.89,1756,1587,15.48,17.13,1.1,50,2
1902836257,"MECNB, LLC",DEERFIELD BEACH,33441,NPI-2,27039.28,764,683,35.39,39.59,1.1,14,5
1316970833,,,,,26990.0,1133,1064,23.82,25.37,1.1,11,1
1093779696,,,,,26937.09,1105,544,24.38,49.52,2.0,24,7
1598148678,,,,,26754.61,6677,3368,4.01,7.94,2.0,40,3
1881683100,,,,,26636.74,417,403,63.88,66.1,1.0,24,2
1497164487,,,,,26612.89,593,211,44.88,126.13,2.8,12,4
1992098222,,,,,26600.48,558,469,47.67,56.72,1.2,6,10
1477538312,,,,,26578.23,397,386,66.95,68.86,1.0,7,7
1154436855,,,,,26524.65,234,223,113.35,118.94,1.0,3,5
1295053502,,,,,26261.34,813,294,32.3,89.32,2.8,12,4
1295469252,,,,,26205.86,536,37,48.89,708.27,14.5,3,1
1598073611,AYMAN L ATALLAH MD CORP,BOYNTON BEACH,33435,NPI-2,25955.68,5500,3623,4.72,7.16,1.5,51,3
1306536594,,,,,25922.08,219,80,118.37,324.03,2.7,6,1
1255606752,,,,,25868.75,454,387,56.98,66.84,1.2,16,3
1912232182,,,,,25844.75,320,244,80.76,105.92,1.3,9,2
1689623175,,,,,25708.14,231,203,111.29,126.64,1.1,13,1
1922562495,SARAH BAUER,MOULTONBOROUGH,03254,NPI-1,25567.38,243,83,105.22,308.04,2.9,6,1
1730139361,,,,,25438.14,523,399,48.64,63.75,1.3,19,3
1003981549,,,,,25311.57,363,326,69.73,77.64,1.1,6,7
1396366217,"GIFTED KIDS THERAPY SERVICES, LLC",LAKE WORTH BEACH,33460,NPI-2,25208.1,190,102,132.67,247.14,1.9,8,1
1871955807,,,,,25192.31,1584,1561,15.9,16.14,1.0,32,4
1972851244,ELIZABETH CHARRON,BOYNTON BEACH,33435,NPI-1,24895.73,643,367,38.72,67.84,1.8,25,1
1114118528,PRIME CARE OF PALM BEACH P.L.,PALM SPRINGS,33461,NPI-2,24846.65,7931,6453,3.13,3.85,1.2,73,5
1053311373,,,,,24840.16,3104,2050,8.0,12.12,1.5,37,9
1134169287,,,,,24806.23,938,505,26.45,49.12,1.9,19,3
1770942328,SARAH GAYNOR,WELLINGTON,33414,NPI-1,24658.92,1039,359,23.73,68.69,2.9,23,1
1104981356,,,,,24625.44,1008,338,24.43,72.86,3.0,16,1
1588375828,1 LAB DIAGNOSTICS NJ LLC,MOUNT LAUREL,08054,NPI-2,24507.03,493,219,49.71,111.9,2.3,5,1
1346830932,,,,,24480.0,194,26,126.19,941.54,7.5,2,1
1023474244,FOUNDCARE INC,NORTH PALM BEACH,33408,NPI-2,24371.15,4641,3237,5.25,7.53,1.4,72,22
1164486957,,,,,24358.62,1029,891,23.67,27.34,1.2,41,3
1376314427,GUZMAN KIDS THERAPY LLC,PALM SPRINGS,33461,NPI-2,24299.76,166,60,146.38,405.0,2.8,3,2
1558805044,"AMERICARE WELLNESS, LLC.",BOYNTON BEACH,33435,NPI-2,24281.92,1058,809,22.95,30.01,1.3,32,7
1386003556,RUSHELLE CAMPBELL,LAKE WORTH,33463,NPI-1,24275.0,490,171,49.54,141.96,2.9,12,1
1598773079,,,,,24272.01,753,696,32.23,34.87,1.1,13,2
1821390899,,,,,24180.09,278,234,86.98,103.33,1.2,10,4
1992269468,,,,,24051.76,886,751,27.15,32.03,1.2,28,3
1801457510,,,,,23982.05,501,454,47.87,52.82,1.1,4,12
1295363497,,,,,23687.53,398,377,59.52,62.83,1.1,15,4
1760737480,ELISEO FIFFE,GREENACRES,33467,NPI-1,23599.0,932,414,25.32,57.0,2.3,2,12
1245773308,,,,,23565.48,2511,2357,9.38,10.0,1.1,33,10
1619511904,PALM BEACH ELDER CARE LLC,ROYAL PALM BEACH,33411,NPI-2,23563.83,2392,950,9.85,24.8,2.5,43,4
1003185455,,,,,23527.36,640,561,36.76,41.94,1.1,22,4
1528009412,,,,,23414.94,249,239,94.04,97.97,1.0,15,1
1992791198,,,,,23400.0,237,221,98.73,105.88,1.1,5,1
1588155493,,,,,23392.0,187,39,125.09,599.79,4.8,1,3
1477837011,,,,,23339.76,228,164,102.37,142.32,1.4,3,5
1972013373,,,,,23167.1,328,313,70.63,74.02,1.0,4,4
1275277469,BRIGHT MINDS PEDIATRIC THERAPY LLC.,LAKE WORTH,33461,NPI-2,23154.0,479,159,48.34,145.62,3.0,10,1
1952515355,SUSANA AUDI,WEST PALM BEACH,33415,NPI-1,23150.0,480,142,48.23,163.03,3.4,7,1
1154369510,,,,,23010.56,205,199,112.25,115.63,1.0,6,2
1306801097,FLORIDA KEYS RADIOLOGY ASSOCIATES LLP,MARATHON,33050,NPI-2,22909.97,3074,2394,7.45,9.57,1.3,71,4
1922427962,,,,,22796.56,655,326,34.8,69.93,2.0,7,2
1174957468,"MECNB, LLC",STUART,34997,NPI-2,22686.97,2051,1805,11.06,12.57,1.1,14,4
1780075960,HANNAH GRIFFIN,TEQUESTA,33469,NPI-1,22628.35,336,108,67.35,209.52,3.1,7,1
1720254568,ELSIE BELFORT,LOXAHATCHEE,33470,NPI-1,22599.56,218,211,103.67,107.11,1.0,8,1
1376260281,ABA HEALTH THERAPY CORP,BOCA RATON,33431,NPI-2,22445.66,173,85,129.74,264.07,2.0,6,2
1861098790,,,,,22357.47,153,40,146.13,558.94,3.8,3,1
1770532798,,,,,22318.7,274,167,81.46,133.64,1.6,6,4
1538406616,,,,,22317.1,170,80,131.28,278.96,2.1,6,3
1205109063,,,,,22142.2,1045,469,21.19,47.21,2.2,21,5
1003914698,,,,,22138.46,575,450,38.5,49.2,1.3,17,4
1912510041,,,,,22012.58,223,216,98.71,101.91,1.0,4,3
1477714533,,,,,21995.41,1894,1424,11.61,15.45,1.3,47,6
1841758299,,,,,21986.01,324,41,67.86,536.24,7.9,3,1
1346913415,,,,,21969.16,1241,866,17.7,25.37,1.4,15,11
1275504508,,,,,21928.4,743,681,29.51,32.2,1.1,25,6
1376564641,,,,,21857.75,622,516,35.14,42.36,1.2,27,4
1770015901,,,,,21830.53,265,258,82.38,84.61,1.0,8,4
1083183024,KELLY SHEARER,OAKDALE,15071,NPI-1,21642.52,382,198,56.66,109.31,1.9,7,1
1649284548,,,,,21565.12,9401,6213,2.29,3.47,1.5,73,1
1942385794,,,,,21532.74,444,424,48.5,50.78,1.0,8,9
1821249061,COMPREHENSIVE INFECTIOUS DISEASES LLC,ATLANTIS,33462,NPI-2,21508.1,1390,550,15.47,39.11,2.5,28,4
1134175763,,,,,21479.81,1774,962,12.11,22.33,1.8,43,2
1821023334,PHILIP COLAIZZO,JUPITER,33458,NPI-1,21311.98,617,522,34.54,40.83,1.2,18,5
1871069567,"CARNIVAL MEALS AND FOODS, LLC",JUPITER,33478,NPI-2,21244.5,392,235,54.2,90.4,1.7,4,1
1437536703,DENTALWORKS STUDIO OF INDIANTOWN PA,INDIANTOWN,34956,NPI-2,20929.33,1338,1232,15.64,16.99,1.1,28,10
